penalty_weight,final_original_objective,final_constraint_violation,undercured_voxels,overcured_voxels
1.0,-4724.9741481708925,616.8013299663928,0,804
10.0,-3445.011749485806,26.612263872175628,0,356
100.0,-2940.7430217814945,0.3769403707197109,0,224
1000.0,-2332.199525210639,0.5136120166063332,60,72
10000.0,-1711.0110135434431,0.08466865609738478,128,56
100000.0,-453.9512409322655,0.0,864,0
1000000.0,-516.5644518625501,0.0,912,0
10000000.0,-718.2273324722985,0.0,808,0
100000000.0,-718.2273324722985,0.0,808,0
