iteration,original_objective,formulation_objective,raw_constraint_violation,undercured_voxels,overcured_voxels
442,2458.010222342984,2487.3422032075982,2.9331980864614042,16,112
443,2464.066897632773,2486.818870432373,2.2751972799600217,24,16
444,2455.020875281637,2487.4579406655675,3.2437065383930666,16,136
445,2466.098837069016,2491.2074033612225,2.5108566292206373,36,16
446,2455.2239833089225,2500.3352858301314,4.511130252120911,12,136
447,2469.428744548202,2493.63348924983,2.4204744701627847,40,4
448,2454.073022752957,2503.825224039584,4.975220128662697,12,136
449,2468.623741680299,2493.2669073605907,2.4643165680291625,40,16
450,2455.4846555485865,2502.5142202990246,4.702956475043807,12,136
451,2468.1084088128123,2491.8545741293146,2.3746165316502417,40,20
452,2456.501542213765,2496.9201424518847,4.041860023811999,12,136
453,2467.182721212272,2490.7264229791454,2.354370176687338,40,28
454,2457.2827079239987,2494.244287473792,3.6961579549793306,16,136
455,2467.247181844109,2490.681585481637,2.3434403637527685,40,20
456,2455.827823965431,2495.2556882596396,3.942786429420863,16,136
457,2466.5329172042134,2490.561067570974,2.402815036676081,40,32
458,2457.342774070498,2493.8950842539944,3.655231018349658,16,136
459,2467.23573994752,2490.684197423775,2.344845747625513,40,28
460,2457.436751642293,2493.9799223760574,3.6543170733764123,16,136
461,2467.4043141133184,2490.8568930188344,2.345257890551591,40,20
462,2455.9672130715417,2494.9415518497144,3.897433877817263,16,136
463,2467.7336340045317,2492.06048898059,2.4326854976058057,40,32
464,2457.557020090046,2493.519479187336,3.5962459097289896,16,136
465,2467.4499859670673,2491.0328845662398,2.3582898599172277,40,28
466,2457.647027928232,2493.6092494613517,3.596222153311943,16,136
467,2467.6145903992574,2491.192082317822,2.357749191856474,40,20
468,2456.171874300405,2494.565263877933,3.8393389577527923,16,136
469,2466.8769675391864,2491.188860232396,2.4311892693209547,40,24
470,2456.974334573096,2495.838317704049,3.8863983130953215,16,136
471,2468.529700349895,2492.3450704632983,2.3815370113403462,40,20
472,2456.7717679497996,2497.9829707207978,4.121120277099803,16,136
473,2468.558631267785,2492.337380314602,2.3778749046816667,48,20
474,2456.9971399278757,2499.1729934237756,4.217585349590008,16,136
475,2466.3359601903753,2491.0976325033653,2.4761672312989775,40,32
476,2457.102679876457,2493.7438601376152,3.6641180261158204,16,136
477,2467.1995868619297,2491.0627341979657,2.3863147336035944,40,32
478,2457.807406767,2493.2477584616286,3.544035169462868,16,136
479,2467.6855214656835,2491.265081472082,2.357956000639841,48,28
480,2457.7862036351257,2496.52679355036,3.8740589915233903,16,136
481,2468.524065434324,2492.3792452888074,2.3855179854483626,40,16
482,2456.303634090616,2501.723131119886,4.541949702927,12,136
483,2468.8698719814793,2492.66193756437,2.379206558289065,44,12
484,2455.827372130362,2499.4271759993076,4.359980386894537,12,136
485,2466.9721050885837,2491.2105845079245,2.4238479419340937,40,32
486,2457.724808287798,2493.427831790323,3.57030235025249,16,136
487,2467.617774164819,2491.151427605503,2.3533653440684272,40,28
488,2457.840812919595,2493.568199829815,3.5727386910219874,16,136
489,2467.80837539062,2491.211106859511,2.340273146889104,40,20
490,2456.368912678109,2494.5281779089128,3.815926523080356,16,136
491,2468.1381622657605,2492.441433923927,2.4303271658166596,40,24
492,2456.9600931078403,2497.652677238488,4.0692584130647935,16,136
493,2468.6865846172323,2492.363081050755,2.3676496433523075,44,28
494,2458.053432078348,2495.7412309365236,3.7687798858175525,16,136
495,2467.7439291904166,2491.140927414082,2.3396998223665286,40,28
496,2457.94485990159,2493.4780118797376,3.5533151978147686,16,136
497,2467.909866271928,2491.3666924288627,2.3456826156934643,48,20
498,2457.335709889034,2498.9834268229856,4.1647716933951315,16,136
499,2466.6745301515343,2491.2419588566268,2.4567428705092547,40,32
500,2457.445219571224,2493.549361384871,3.610414181364741,16,136
501,2467.542126556697,2491.2121840663663,2.367005750966911,40,32
502,2458.1583258484807,2493.0628479996735,3.4904522151192783,16,128
503,2467.604251579713,2491.2047901177066,2.3600538537993474,36,16
504,2456.413827660173,2499.3060164322933,4.289218877212039,12,120
505,2466.6958204096713,2490.3966346098864,2.3700814200215063,36,24
506,2456.9420328292117,2494.085626224442,3.7143593395230305,16,136
507,2467.7232000549366,2490.9083217881193,2.318512173318297,40,16
508,2455.365827041879,2495.671005506979,4.030517846509984,16,136
509,2466.015876935881,2490.8138543477535,2.479797741187247,40,32
510,2457.0799766725227,2494.0154376348373,3.693546096231478,16,136
511,2467.3009362582256,2490.7061125985083,2.3405176340282807,40,32
512,2457.9208122856803,2493.5289928127536,3.560818052707326,16,136
513,2468.8643097384124,2492.4477664927567,2.358345675434422,48,8
514,2456.0273452835054,2507.0132798899167,5.09859346064113,16,144
515,2469.3172127441944,2494.4026018520017,2.5085389107807137,40,32
516,2457.632443708786,2493.5479477812305,3.5915504072444335,16,136
517,2467.89370758945,2491.4048924028307,2.3511184813380566,48,28
518,2457.641761486445,2496.7651369129712,3.9123375426526277,16,136
519,2467.3456681614794,2490.996121160333,2.3650452998853675,40,32
520,2457.939426904478,2493.4209911096423,3.548156420516435,16,136
521,2467.846677155423,2491.1591680516617,2.3312490896238454,40,28
522,2458.0476888501958,2493.472374706205,3.542468585600904,16,136
523,2468.012162770307,2491.2881793381416,2.3276016567834596,40,28
524,2458.2131744650796,2493.3178952834032,3.510472081832346,16,136
525,2468.1776483851904,2491.493197960443,2.331554957525274,48,20
526,2457.5907862056856,2498.877314930799,4.128652872511354,16,136
527,2467.9748403404988,2492.6717885432163,2.4696948202717506,40,16
528,2455.912796217947,2502.0005916367245,4.608779541877786,12,136
529,2468.67272888566,2492.5600088435303,2.3887279957870398,40,16
530,2456.431758249338,2501.7722508269953,4.534049257765721,12,136
531,2468.9904933601333,2492.491940200097,2.3501446839963522,40,28
532,2458.148025222888,2493.5258955559934,3.537787033310527,16,136
533,2468.1124991429983,2491.3684635135833,2.325596437058492,44,20
534,2457.800299301338,2497.0679962385475,3.926769693720966,16,136
535,2467.142587747007,2491.619322569425,2.4476734822418313,40,24
536,2456.7517517044867,2497.96327313687,4.121152143238358,16,136
537,2468.6917545174683,2492.3041519874873,2.361239747001909,40,32
538,2458.3135706256962,2493.1752413064232,3.48616706807269,16,136
539,2468.190886649038,2491.349541539741,2.3158654890702826,40,28
540,2458.3879286102024,2493.271108743412,3.48831801332092,16,136
541,2468.352402530313,2491.556968182436,2.320456565212281,48,20
542,2457.755823016534,2498.79763224168,4.104180922514592,16,136
543,2467.0946432790333,2491.435264396047,2.4340621117013397,40,32
544,2457.865332698723,2493.363566803565,3.549823410484202,16,136
545,2467.9622396841955,2491.4054896057855,2.344324992158999,40,32
546,2458.5700595892663,2492.88887011173,3.4318810522463536,16,128
547,2466.951465168236,2490.1090999721555,2.3157634803919254,36,32
548,2458.611075409841,2490.873202753047,3.2262127343205806,16,112
549,2464.8491421374797,2487.9956075550076,2.3146465417527877,28,24
550,2457.2286355000406,2489.5850716151176,3.2356436115077116,16,112
551,2463.9197365396167,2486.4557596164364,2.253602307681973,24,32
552,2457.8300229998054,2485.691742600324,2.786171960051831,16,128
553,2467.049110965517,2489.9582460548727,2.290913508935611,36,4
554,2454.4953055035494,2501.836964183637,4.734165868008786,12,136
555,2469.1043993309445,2493.1077264854857,2.4003327154541227,40,16
556,2456.0800586573273,2502.786976032929,4.670691737560177,12,136
557,2469.7697186445625,2493.3249789575884,2.355526031302575,40,8
558,2454.5694408362488,2498.612410076809,4.404296924055992,12,136
559,2467.1679743486984,2492.1068204044395,2.4938846055741206,40,24
560,2456.3207088224613,2496.8605978900887,4.053988906762751,16,136
561,2467.174273607939,2490.325445342066,2.315117173412692,36,32
562,2457.7812321941005,2491.4554502285782,3.3674218034477565,16,128
563,2466.700877765251,2489.7759010763657,2.3075023311114733,36,32
564,2457.9256126837154,2491.3257911034316,3.3400178419716338,16,136
565,2467.915407806106,2491.054005710131,2.313859790402533,40,16
566,2455.5764114211147,2495.5296885023818,3.995327708126721,16,136
567,2468.5198590756945,2493.5766804344903,2.5056821358795744,40,24
568,2456.4909592795975,2498.190784455214,4.169982517561632,16,136
569,2468.5842501845123,2492.0123677922907,2.3428117607778307,40,28
570,2457.735886867844,2493.901806550267,3.616591968242309,16,136
571,2467.707229717962,2490.9078773340534,2.32006476160916,40,28
572,2457.888462685918,2493.751372777063,3.586291009114469,16,136
573,2467.8529366060284,2491.0783698494693,2.322543324344105,48,20
574,2457.278780223135,2499.2569770668883,4.197819684375317,16,136
575,2466.6176004856347,2490.9934091444024,2.437580865876755,40,32
576,2457.3882899053256,2493.822911628775,3.643462172344932,16,136
577,2467.485196890798,2490.963634354142,2.347843746334409,40,32
578,2458.093016795868,2493.3268099527877,3.5233793156919746,16,136
579,2467.970332819211,2491.190775910149,2.3220443090938456,40,20
580,2456.5124903015867,2494.5575533286797,3.8045063027092754,16,136
581,2468.2772295795376,2492.4631842249137,2.4185954645376224,40,24
582,2457.0809868607034,2497.7074669557546,4.062648009505118,16,136
583,2468.8023713764405,2492.2947251613596,2.349235378491894,40,28
584,2458.0173792743703,2493.485697734562,3.5468318460191606,16,136
585,2467.984941745396,2491.264374394546,2.327943264914973,40,28
586,2458.18198370656,2493.3350521327975,3.515306842623759,16,136
587,2468.146723851784,2491.496171569554,2.3349447717770095,48,20
588,2457.574565148412,2498.842559428856,4.126799428044366,16,136
589,2467.9783304826747,2492.6228510811725,2.4644520598497985,40,24
590,2456.7333409462226,2497.8859177577256,4.115257681150297,16,136
591,2468.683003085361,2492.331438566794,2.3648435481433117,40,32
592,2458.3048191935877,2493.107545253434,3.48027260598463,16,136
593,2468.1821352169304,2491.4491594629244,2.3267024245993886,48,20
594,2457.5802548093693,2498.8856574905712,4.130540268120197,16,136
595,2466.9190750718694,2491.3639851609914,2.444491008912208,40,32
596,2457.6897644915584,2493.4515920524564,3.5761827560898096,16,136
597,2467.786671477031,2491.33421037073,2.3547538893698645,40,32
598,2458.3944913821024,2492.955490376471,3.4560998994368544,16,136
599,2468.2718074054446,2491.5236787280814,2.3251871322636917,40,28
600,2458.472819100218,2493.046425661507,3.4573606561288805,16,136
601,2468.437293020328,2491.715978733143,2.3278685712815026,48,20
602,2457.8673366227395,2498.599572275965,4.073223565322552,16,136
603,2469.481069572398,2494.391631408967,2.4910561836569016,40,16
604,2456.332635466341,2501.5293783885463,4.519674292220563,12,136
605,2469.1386083815864,2493.0646128070216,2.3926004425435217,40,16
606,2456.8059582589544,2501.3458132181004,4.453985495914607,12,128
607,2468.333473254958,2491.995640245252,2.366216699029445,40,24
608,2457.7891937235654,2495.6783180598877,3.788912433632245,12,136
609,2468.382722092475,2491.648635646267,2.3265913553791764,40,20
610,2456.896379357414,2494.310004335991,3.7413624978576863,16,136
611,2467.601472596196,2491.4570633828057,2.3855590786609917,40,32
612,2458.4328895385556,2493.035499364539,3.4602609825983723,16,128
613,2466.829944971204,2490.013447985199,2.3183503013994855,36,32
614,2458.490022196736,2491.025201855583,3.2535179658847007,16,112
615,2464.731443700403,2487.9049786592495,2.3173534958846593,28,32
616,2457.921227002235,2487.2898517412386,2.936862473900363,16,112
617,2463.977902292024,2486.5941434417637,2.2616241149739897,24,32
618,2457.888188752212,2485.5921733786045,2.7703984626392595,16,128
619,2467.111054891546,2490.1691202036936,2.305806531214781,36,4
620,2454.3904882342667,2501.636283674455,4.72457954401883,12,136
621,2469.1018065152407,2493.21687526803,2.411506875278923,40,16
622,2455.9752413880447,2502.586295523747,4.661105413570226,12,136
623,2469.7671258288588,2493.4040385982294,2.363691276937077,48,8
624,2456.0109369931097,2505.628296194647,4.961735920153735,16,144
625,2468.17173526322,2492.730974734827,2.4559239471607093,40,32
626,2457.3334310485143,2494.219295840552,3.6885864792037957,16,136
627,2467.594694929179,2490.6456212199523,2.3050926290773552,40,28
628,2457.5921447019687,2494.2174269617535,3.662528225978506,16,136
629,2467.5634875520864,2490.6139228835727,2.305043533148642,40,28
630,2457.7443164029196,2494.0634650114066,3.631914860848685,16,136
631,2467.70879032303,2490.737061188791,2.302827086576086,48,20
632,2457.0538392136586,2499.6548762529846,4.2601037039326055,16,136
633,2467.6179105471506,2492.057041573819,2.443913102666815,40,32
634,2457.316315985391,2494.072415315848,3.675609933045684,16,136
635,2467.4054423243533,2490.8136709059727,2.340822858161927,40,32
636,2457.985180282682,2493.5854093619487,3.560022907926649,16,136
637,2467.859141529997,2490.9483932665767,2.3089251736579604,40,28
638,2458.0601532247692,2493.6775376511887,3.5617384426419667,16,136
639,2468.02462714488,2491.0774045530557,2.3052777408175764,40,28
640,2458.225638839653,2493.523058228387,3.529741938873407,16,136
641,2468.1901127597635,2491.2389564592545,2.3048843699491073,40,12
642,2455.7548046218726,2499.113275839305,4.335847121743237,16,136
643,2469.478578445239,2493.5311999860237,2.4052621540784935,40,24
644,2457.2304145011926,2497.7361263873454,4.0505711886152715,16,136
645,2468.995962580856,2492.2646546434457,2.3268692062589786,40,28
646,2458.155037194918,2493.5819260272283,3.542688883231063,16,136
647,2468.119511115028,2491.1972651476026,2.3077754032574567,48,20
648,2457.524244845146,2499.0955860231256,4.157134117797984,16,136
649,2466.863065107645,2491.1575081590954,2.429444305145014,40,32
650,2457.633754527335,2493.661520585011,3.602776605767601,16,136
651,2467.7306615128073,2491.127733368834,2.3397071856026708,40,32
652,2458.3384814178785,2493.168357381446,3.4829875963567667,16,128
653,2467.148509933179,2490.4409285080123,2.3292418574833555,36,32
654,2458.3753208905287,2490.870462642564,3.2495141752035,16,112
655,2464.6431364874284,2487.939371839555,2.329623535212679,28,24
656,2457.0600328880473,2489.582685313544,3.2522652425496816,12,120
657,2465.218482516551,2488.0729863182696,2.285450380171848,28,20
658,2456.8878459979496,2489.6146320270473,3.272678602909774,16,136
659,2467.793594462409,2490.864005602009,2.3070411139600076,40,20
660,2456.424667885393,2495.2199547156256,3.879528683023259,16,136
661,2469.3324039659387,2493.298612062425,2.3966208096486388,40,16
662,2456.245362049033,2502.26039103678,4.601502898774761,12,136
663,2470.0218005255606,2493.6468414776296,2.362504095206881,40,4
664,2454.562557600385,2503.5431585613537,4.898060096096888,12,136
665,2468.01356228723,2491.965473394355,2.3951911107124935,40,32
666,2457.743887297443,2493.901639389116,3.615775209167319,16,136
667,2467.6368531744642,2490.7213553955467,2.3084502221082364,40,28
668,2457.807032705687,2494.0401817356405,3.623314902995363,16,136
669,2467.774595176713,2490.7605308377015,2.2985935660988592,40,20
670,2456.331879077861,2494.996196152223,3.866431707436215,16,136
671,2467.0369723166414,2490.7524027084683,2.3715430391827095,40,32
672,2457.846362199,2493.634414886475,3.5788052687474976,16,136
673,2467.7393280760216,2490.879909210461,2.314058113443948,40,28
674,2457.9403397707947,2493.719253008537,3.577891323774248,16,136
675,2467.9079022418205,2491.0543369979637,2.314643475614311,48,20
676,2457.370559122928,2499.2631452706996,4.189258614777163,16,136
677,2468.973303214832,2493.6778134760957,2.4704510261263835,40,16
678,2455.8085415048877,2502.151748650354,4.634320714546621,12,136
679,2468.63084202402,2492.366983941385,2.373614191736529,40,24
680,2457.4361124567804,2495.9860704342855,3.8549957977505063,12,128
681,2466.959491274449,2490.4444308925226,2.3484939618073413,36,32
682,2458.1069214309946,2491.0900499749405,3.298312854394608,16,120
683,2465.735031008586,2489.1318427509277,2.339681174234206,32,32
684,2457.9029940907326,2489.1296133755263,3.1226619284793693,16,112
685,2463.944474573303,2486.6847166379234,2.2740242064620513,24,32
686,2457.8044253082967,2485.6518679154806,2.784744260718378,16,120
687,2465.300528630705,2488.1245243162025,2.2823995685497622,32,16
688,2455.757907873247,2498.2069138385123,4.244900596526536,12,128
689,2468.9173826468264,2492.3189772862374,2.3401594639411254,36,0
690,2453.2448368685577,2502.2180432381706,4.897320636961291,12,136
691,2467.9577973146365,2492.9770646844563,2.501926736981961,40,24
692,2456.2365651511586,2497.1494908950513,4.091292574389284,16,136
693,2467.0958540230354,2490.1252033787136,2.302934935567817,36,28
694,2457.2060028002443,2492.1605594182715,3.49545566180271,16,136
695,2467.290317482241,2490.3370511730536,2.3046733690812706,40,20
696,2455.8259262912243,2495.5302507791216,3.9704324487897455,16,136
697,2466.5310195300053,2490.2898339950225,2.375881446501717,40,32
698,2457.3300628445163,2494.1976456611765,3.6867582816659943,16,136
699,2467.223028721538,2490.3787094355075,2.315568071396978,36,28
700,2457.4353550348296,2491.7142418356566,3.4278886800826847,16,136
701,2467.515889337733,2490.725497229586,2.32096078918529,40,20
702,2456.061524693611,2495.0729560493805,3.901143135576983,16,136
703,2466.7666179323924,2490.6921703902854,2.392555245789297,40,32
704,2457.5656612469033,2493.740350931436,3.617468968453238,16,136
705,2467.4586271239255,2490.780406729948,2.332177960602257,40,28
706,2457.659015457354,2493.8269468617864,3.61679314044322,16,136
707,2467.626577928379,2490.9482954709083,2.3321717542529403,48,20
708,2457.12586418999,2499.407468504451,4.228160431446136,16,136
709,2468.6919789013914,2493.626143796507,2.493416489511582,40,16
710,2455.529643613213,2502.2659673174003,4.6736323704187415,12,136
711,2468.3361087587723,2492.27543423442,2.393932547564782,40,16
712,2456.0029664058275,2502.0672123488853,4.60642459430578,12,136
713,2468.5982611401855,2492.1904644935335,2.3592203353348156,48,28
714,2457.6098598204517,2497.0466440088258,3.9436784188374285,16,136
715,2467.3068975654787,2490.670651137698,2.3363753572219306,40,32
716,2457.9139496616576,2493.7537185408687,3.5839768879211187,16,136
717,2467.821199912602,2490.8666639502844,2.3045464037682666,48,20
718,2457.244381209364,2499.467669608216,4.22232883988522,16,136
719,2466.583201471864,2490.7948265539585,2.421162508209453,40,32
720,2457.353890891554,2494.033604170102,3.6679713278548327,16,136
721,2467.450797877026,2490.765051763697,2.33142538866711,40,32
722,2458.0586177820974,2493.5375024941163,3.547888471201876,16,136
723,2467.9359338054396,2490.969267649827,2.303333384438756,40,28
724,2458.136945500213,2493.628437779152,3.5491492278939054,16,136
725,2468.101419420323,2491.2023496593574,2.3100930239034208,48,20
726,2457.5495154138694,2499.199636784745,4.165012137087575,16,136
727,2469.1451959723936,2493.751626119967,2.4606430147573484,40,16
728,2455.983229964573,2502.054649293392,4.607141932881882,12,136
729,2468.797971394915,2492.423643445016,2.3625672050101194,40,24
730,2457.603241827676,2495.918269899589,3.831502807191305,16,128
731,2467.0503014132323,2490.1455719753476,2.30952705621151,36,32
732,2458.260701345193,2491.1982938148444,3.2937592469651364,16,112
733,2464.528516942093,2487.6414522123973,2.3112935270304273,28,32
734,2457.7275978275193,2487.4183964615427,2.969079863402327,16,120
735,2465.2033877138947,2487.6976769679404,2.2494289254045805,24,20
736,2456.342717862874,2486.3416676978554,2.999894983498126,16,120
737,2464.2864469966767,2487.6622803163523,2.337583331967582,28,32
738,2457.4178235311156,2487.1706039116084,2.9752780380492787,16,120
739,2465.0208797929963,2488.4500096449174,2.3429129851921213,32,16
740,2455.4892736226543,2498.147851861792,4.2658578239137395,12,136
741,2469.573188340761,2493.3341509991906,2.376096265842923,40,0
742,2453.3571237493916,2504.791837816996,5.143471406760453,12,136
743,2467.8297053124056,2493.0288542597286,2.5199148947322954,40,24
744,2456.091170100725,2497.1831493569775,4.109197925625269,16,136
745,2466.9447348862022,2490.122055967951,2.3177321081748836,36,32
746,2457.4694556772647,2491.8230159633817,3.4353560286117126,16,128
747,2466.389101248413,2489.533426623268,2.3144325374854957,32,32
748,2457.7545642052946,2489.0872217043316,3.133265749903715,16,120
749,2465.254952397202,2488.35750864363,2.310255624642775,32,32
750,2457.697241673489,2489.133776300849,3.1436534627360357,16,128
751,2466.6730219809974,2489.719173391503,2.3046151410505393,36,32
752,2457.90213050408,2491.3869435915417,3.3484813087461474,16,136
753,2467.8976497128683,2491.2674016247192,2.3369751911850933,48,16
754,2457.035066882359,2502.799210436527,4.576414355416837,16,136
755,2467.994388905132,2493.4312403256645,2.543685142053272,40,16
756,2454.8604950504487,2503.021778494511,4.816128344406252,12,136
757,2468.0046734635616,2491.769063027933,2.376438956437126,40,32
758,2457.6131796631853,2494.074296892285,3.6461117229099766,16,136
759,2467.5114415674457,2490.647819709208,2.313637814176197,36,20
760,2456.0532380604827,2492.7494362759007,3.6696198215418,16,136
761,2466.8713031311427,2490.6625412178064,2.3791238086663635,40,32
762,2457.668533734531,2493.78896984338,3.612043610884912,16,136
763,2467.561499611553,2490.762258426234,2.320075881468107,40,28
764,2457.75519772521,2493.894431434669,3.613923370945901,16,136
765,2467.7227601962354,2490.9195622885736,2.3196802092338342,40,20
766,2456.280044097383,2494.8504458512502,3.8570401753867483,16,136
767,2466.985137336165,2490.8777531456553,2.389261580949072,40,32
768,2457.7945272185225,2493.4886645855026,3.5694137366980327,16,136
769,2467.6874930955437,2491.017798368805,2.33303052732612,40,20
770,2456.9389671189942,2498.2030830527915,4.126411593379723,16,136
771,2469.8953710171213,2493.689367724209,2.3793996707087954,48,12
772,2456.288165840068,2503.7627415582524,4.747457571818457,16,136
773,2468.669004090979,2493.3782433269535,2.4709239235974376,40,32
774,2457.4406333131474,2493.835527647221,3.639489433407384,16,136
775,2467.5297596521095,2491.0378624292016,2.350810277709205,40,32
776,2458.0177143010246,2493.3789351735268,3.5361220872502375,16,136
777,2467.8916755483383,2491.1877835732726,2.329610802493425,48,20
778,2457.293764874387,2499.1533082629157,4.185954338852896,16,136
779,2466.6325851368865,2491.1228411994075,2.4490256062521176,40,32
780,2457.4032745565764,2493.7192428248013,3.631596826822509,16,136
781,2467.5001815420487,2491.0930664091466,2.3592884867097754,40,32
782,2458.108001447119,2493.2231411488146,3.511513970169551,16,136
783,2467.985317470462,2491.2794977528,2.3294180282338144,40,28
784,2458.1863291652353,2493.314076433851,3.512774726861583,16,136
785,2468.1508030853456,2491.4597263586315,2.3308923273285784,48,20
786,2457.5804395738533,2498.8668159344056,4.128637636055249,16,136
787,2467.9599865853493,2492.692052553468,2.4732065968118833,40,16
788,2455.8978082857325,2501.984453426182,4.608664514044936,12,136
789,2468.6531117438444,2492.571856893663,2.3918745149818648,40,16
790,2456.416770317124,2501.7561126164524,4.533934229932869,12,136
791,2468.970876218318,2492.4922330752074,2.3521356856889355,48,28
792,2458.0019598586287,2496.6782324438927,3.867627258526406,16,136
793,2467.6989976036557,2491.026234201475,2.332723659781907,40,32
794,2458.3060496998346,2493.3853069759357,3.5079257276100937,16,136
795,2468.213299950779,2491.190306935993,2.297700698521384,40,20
796,2456.7692526917544,2494.5495246218757,3.7780271930121296,16,136
797,2467.474345930536,2491.183695126271,2.3709349195734646,40,32
798,2458.283735812894,2493.187743356128,3.490400754323411,16,136
799,2468.1767016899153,2491.3113200955313,2.313461840561586,40,28
800,2458.377713384689,2493.2725814781907,3.48948680935016,16,136
801,2468.3452758557137,2491.4782492699264,2.313297341421295,48,20
802,2457.8022782073144,2498.8108192108452,4.100854100353075,16,136
803,2468.175551326432,2492.670575580449,2.4495024254017235,40,16
804,2456.1291392562016,2501.905196628075,4.577605737187342,12,136
805,2468.8784185114732,2492.6103036868244,2.3731885175351173,40,24
806,2457.735946261266,2495.7170856869234,3.7981139425657746,16,128
807,2467.186626847965,2490.349247708738,2.316262086077335,36,32
808,2458.41651173997,2491.1689017770645,3.275239003709492,16,112
809,2464.6843273368695,2487.8387272796263,2.315439994275656,28,32
810,2457.8834082222966,2487.3014674461774,2.941805922388106,16,112
811,2463.910725831902,2486.5000931321665,2.2589367300264716,24,32
812,2457.8210122920905,2485.7740477234934,2.7953035431402773,16,128
813,2467.0438784314233,2489.9310215814676,2.288714315004415,36,16
814,2456.344491628405,2500.330199035202,4.398570740679686,12,128
815,2469.1647044337387,2492.3845222606583,2.321981782691944,36,0
816,2453.5527919286715,2502.1374952559086,4.858470332723725,12,136
817,2468.1988633060982,2493.1136672429084,2.4914803936810093,40,32
818,2457.18053132882,2494.410202722542,3.722967139372198,16,136
819,2467.399434354411,2490.4493852990613,2.304995094465061,36,28
820,2457.521615261269,2491.834918627463,3.4313303366194208,16,136
821,2467.605929943265,2490.626752373897,2.3020822430632135,40,20
822,2456.141538752248,2495.2046099883123,3.9063071236064504,16,136
823,2466.846631991029,2490.5919133154234,2.3745281324394356,40,32
824,2457.645675305541,2493.872004870368,3.6226329564827022,16,136
825,2467.538641182562,2490.672296181478,2.3133654998916175,40,28
826,2457.7346945518366,2493.9708249079545,3.6236130356117995,16,136
827,2467.702257022862,2490.788548273755,2.3086291250893245,40,20
828,2456.2813243637606,2494.948622764287,3.8667298400526517,16,136
829,2469.2664361912557,2493.4745448168087,2.420810862555281,40,16
830,2456.148376224173,2501.9307249403014,4.578234871612871,12,136
831,2468.7473194282593,2492.3276847877855,2.358036535952623,40,20
832,2457.142105683886,2496.3341431504846,3.9192037466598872,16,136
833,2467.746965450281,2490.8632829263047,2.3116317476023682,48,20
834,2457.1569301375393,2499.4776757707036,4.23207456331645,16,136
835,2466.495750400039,2490.804434669,2.4308684268961023,40,32
836,2457.266439819728,2494.0436103325887,3.6777170512860606,16,136
837,2467.3633468052017,2490.7746598787394,2.3411313073537583,40,32
838,2457.971166710272,2493.547508656603,3.5576341946331067,16,136
839,2467.848482733614,2490.9651349271894,2.311665219357502,40,28
840,2458.0494944283873,2493.638443941639,3.5588949513251373,16,136
841,2468.0139683484986,2491.1597297639,2.314576141540126,48,20
842,2457.469284307127,2499.2168629123153,4.174757860518804,16,136
843,2469.0577449005687,2493.706721791448,2.4648976890879677,40,24
844,2456.740439629415,2498.030561400176,4.129012177076067,16,136
845,2468.716552748637,2492.231038388328,2.3514485639691403,40,32
846,2458.2861115398327,2493.329738418499,3.5043626878666267,16,128
847,2467.092785279104,2490.3500412965864,2.325725601748233,36,32
848,2458.2979542539238,2491.0155251268225,3.2717570872898847,16,112
849,2464.5657698508244,2487.827700422358,2.3261930571533354,28,32
850,2457.764850736251,2487.225210055407,2.9460359319155938,16,120
851,2465.2406406226255,2487.8596154239435,2.2618974801317964,28,28
852,2457.6554558129624,2487.1464800823637,2.9491024269401573,16,136
853,2467.9267785276356,2491.040129018087,2.3113350490451614,40,4
854,2454.653066800701,2503.788779316444,4.913571251574319,12,136
855,2469.1278146904738,2493.2303603601163,2.4102545669642503,40,16
856,2455.997162441624,2502.4395724792794,4.64424100376556,12,136
857,2469.818757475715,2493.370620212335,2.3551862736620093,48,20
858,2457.1021254112957,2499.750729003348,4.26486035920523,16,136
859,2466.440945673796,2490.646969013825,2.420602334002955,36,32
860,2457.1672604375394,2491.8019297948513,3.4634669357311996,16,136
861,2467.3771392548906,2490.67263217745,2.329549292255915,40,32
862,2457.964586045219,2493.7175034809516,3.575291743573241,16,136
863,2467.8419020685624,2490.831228546206,2.2989326477643877,40,20
864,2456.3681472802846,2494.965245042616,3.859709776233163,16,136
865,2467.073240519065,2490.8208436676996,2.3747603148634218,40,32
866,2457.882630401424,2493.6034637768685,3.572083337544442,16,136
867,2467.7755962784454,2490.925956656541,2.315036037809552,40,28
868,2457.976607973219,2493.688301898931,3.571169392571197,16,136
869,2467.944170444244,2491.0557608642553,2.311159042001154,40,28
870,2458.145182139017,2493.532724145213,3.538754200619593,16,136
871,2468.109922284241,2491.249197132718,2.3139274848477274,48,20
872,2457.5982196782247,2499.1006875386265,4.150246786040199,16,136
873,2469.176121967199,2493.8881860967076,2.4712064129508557,40,16
874,2456.0018902076,2501.970833718766,4.596894351116611,12,136
875,2468.8127190766522,2492.5281215935242,2.3715402516872164,40,24
876,2457.617989509413,2495.8382335733622,3.8220244063949433,16,128
877,2467.06504909497,2490.2308693751947,2.3165820280224603,36,32
878,2458.2754490269303,2491.1156808765377,3.2840231849607493,16,120
879,2465.90355860452,2489.0718014253184,2.3168242820798133,32,32
880,2458.055272183489,2489.105298279093,3.105002609560402,16,104
881,2463.146987966297,2486.0540859925354,2.290709802623863,28,32
882,2457.0248810269563,2488.2372934028344,3.1212412375878156,16,136
883,2467.6072053206362,2490.485917044225,2.2878711723588925,36,16
