iteration,original_objective,formulation_objective,raw_constraint_violation,undercured_voxels,overcured_voxels
54,2490.3127521571255,2531.9106009922994,4.159784883517405,20,136
55,2500.401484952238,2538.3760762626325,3.7974591310394197,52,32
56,2487.5680159683293,2532.5222315434185,4.495421557508936,24,136
57,2497.5270180541643,2535.5704496796448,3.804343162548045,52,32
58,2485.084802603425,2528.4614900071233,4.337668740369816,28,128
59,2493.5545873148226,2529.2216934498038,3.566710613498097,52,40
60,2483.3811076469174,2525.362649396134,4.198154174921662,24,136
61,2493.2700999395047,2529.4441648369298,3.617406489742498,52,24
62,2479.716983486289,2532.1495475009165,5.243256401462762,16,144
63,2495.1671668754157,2533.6086508976946,3.8441484022279138,56,24
64,2479.7675656167203,2527.3994964527296,4.763193083600942,24,144
65,2491.900029105079,2528.570043398721,3.6670014293641966,52,28
66,2478.2625908317877,2521.7399317043805,4.347734087259257,28,136
67,2485.6551622738493,2519.8395244316603,3.4184362157811092,52,40
68,2476.2250202499763,2517.887594962787,4.166257471281057,24,136
69,2486.2562120435196,2519.260177915851,3.300396587233142,52,40
70,2475.4046270820436,2516.8693683743372,4.146474129229345,20,136
71,2486.2939559902416,2518.452684414627,3.2158728424385368,52,32
72,2473.757587478061,2522.08133840379,4.832375092572921,16,144
73,2486.65507714124,2518.4098622863607,3.175478514512091,52,24
74,2472.2978242628074,2525.4881961885617,5.3190371925754505,16,136
75,2486.4331965334372,2516.7409834933105,3.030778695987308,52,24
76,2471.4516364183964,2525.4362067535253,5.3984570335128925,12,136
77,2483.026048565379,2513.0245025623985,2.9998453997019814,52,40
78,2471.897492323103,2515.918809143353,4.402131682024973,16,136
79,2482.021450589002,2509.9811953859835,2.7959744796981356,52,24
80,2469.695110928507,2526.928721468405,5.723361053989803,16,136
81,2484.124854203381,2511.448648161214,2.7323793957833025,44,24
82,2469.412353894339,2521.2408344775176,5.182848058317872,12,128
83,2481.699371795842,2508.3302745454625,2.663090274962042,40,32
84,2469.563489018599,2513.999531506245,4.443604248764653,16,128
85,2479.282638775409,2504.9453876222037,2.5662748846794674,36,40
86,2470.1616952297986,2508.4169133796554,3.82552181498566,20,128
87,2481.512392435638,2507.0837700693173,2.557137763367931,44,24
88,2468.5317117154395,2520.257345278362,5.172563356292253,12,136
89,2481.284347276294,2507.1527070977913,2.5868359821497338,48,12
90,2465.7360197873513,2524.454667060399,5.871864727304782,12,136
91,2480.2890151751135,2506.245437231145,2.5956422056031454,44,32
92,2467.2714370638582,2511.8751523454425,4.460371528158442,16,136
93,2477.807697106242,2503.135416713233,2.532771960699126,44,24
94,2465.355631353968,2516.5446804433927,5.118904908942474,16,136
95,2478.539129240297,2503.8202654846777,2.52811362443808,36,24
96,2465.4008207286606,2512.7557042679564,4.735488353929558,16,128
97,2476.562197292519,2501.621460088495,2.5059262795976105,36,24
98,2464.6902737770024,2513.611042104909,4.892076832790661,12,128
99,2477.0700795905072,2502.2677733818086,2.519769379130134,36,16
100,2463.3372100123183,2515.8484612962916,5.251125128397328,12,136
101,2476.2537897202947,2501.6355115972356,2.5381721876940917,52,28
102,2463.9142695896026,2515.95182076637,5.203755117676746,16,144
103,2477.858127603682,2503.3105751127227,2.5452447509040814,48,12
104,2462.160018156511,2521.019268041441,5.885924988493024,16,136
105,2476.1446878261863,2500.7720177312053,2.4627329905019164,36,24
106,2463.094431555739,2511.084437707683,4.799000615194375,16,136
107,2474.3474740065903,2498.4297908077774,2.408231680118689,36,32
108,2463.921935249588,2503.564471168815,3.9642535919227053,16,136
109,2474.3854278291,2498.721243387912,2.4335815558812093,32,24
110,2463.172863344836,2506.867051849084,4.369418850424797,16,128
111,2476.404382911689,2501.4871713202183,2.508278840852916,40,16
112,2462.2954792284613,2515.068063720218,5.277258449175699,12,136
113,2475.10386043523,2499.986063293905,2.4882202858674844,48,20
114,2461.9716634163137,2514.6089894657975,5.263732604948394,16,136
115,2476.4077699305126,2501.2353466014874,2.4827576670975,40,24
116,2462.8964576283147,2510.2290837719183,4.733262614360365,16,136
117,2473.7764068626107,2497.8706018321127,2.4094194969502096,40,20
118,2461.4482539900587,2508.637399920394,4.71891459303353,16,136
119,2474.826082403133,2499.6163908426956,2.47903084395626,40,24
120,2461.965699588447,2509.7589680880656,4.77932684996184,12,136
121,2472.8168349939688,2497.3092201592103,2.4492385165241584,44,20
122,2460.7077352010247,2511.2016144062795,5.049387920525504,16,136
123,2474.6918619033972,2499.962056555201,2.5270194651803517,40,24
124,2461.190947691964,2508.9894264624386,4.779847877047443,16,136
125,2474.525147970296,2499.278400505945,2.4753252535648667,48,20
126,2460.5732416981878,2512.355040340134,5.17817986419464,16,144
127,2472.583141604691,2496.977795390367,2.4394653785676557,32,20
128,2460.2748726118657,2502.0721319048876,4.179725929302183,16,136
129,2470.896427452771,2496.032369437374,2.513594198460301,40,32
130,2460.967290345055,2504.9916854936155,4.402439514856051,16,136
131,2474.3097292349817,2499.8138860207346,2.550415678575281,52,20
132,2460.323995559302,2514.226919393884,5.390292383458208,12,144
133,2475.43912807988,2501.2679927528675,2.5828864672987355,52,12
134,2459.332611366365,2516.4884779781387,5.715586661177339,16,144
135,2473.394351946519,2498.922834071069,2.552848212454998,36,32
136,2461.5823888205377,2500.451263283899,3.8868874463361576,16,136
137,2471.5472820308178,2496.2778842583048,2.47306022274869,44,24
138,2459.6137184930203,2507.3691615598495,4.775544306682921,12,136
139,2473.806180311253,2499.2367183033275,2.5430537992074713,40,24
140,2460.1827396136637,2506.0028961483235,4.582015653465973,16,136
141,2472.156550758567,2497.0932027465346,2.4936651987967924,44,28
142,2460.2383882388976,2503.164398801697,4.292601056279974,16,136
143,2470.040523963897,2495.3865960368753,2.5346072072977943,32,32
144,2460.017771262447,2497.939627777354,3.7921856514906978,12,120
145,2468.84598447698,2494.480986769507,2.5635002292527034,28,40
146,2460.664194527091,2491.8833469167994,3.12191523897086,16,104
147,2466.588533150661,2492.0057098749157,2.541717672425457,24,32
148,2458.952988303459,2492.822904347175,3.3869916043716506,16,128
149,2469.589192416309,2495.643598654848,2.605440623853911,52,20
150,2457.9296980324443,2513.3599813892297,5.543028335678531,12,144
151,2473.2567267917425,2500.2299267801213,2.6973199988378846,52,12
152,2457.3245211262592,2514.8143988938286,5.748987776756917,16,144
153,2472.01512122044,2498.633501704599,2.661838048415889,44,24
154,2458.3879264136303,2506.946367356591,4.855844094296066,12,136
155,2469.9677951025824,2495.7441105237062,2.577631542112397,48,24
156,2457.415464584806,2507.880437861043,5.046497327623664,16,136
157,2470.2382232995137,2495.8330667990076,2.5594843499493845,36,40
158,2459.909939863674,2494.3401266269384,3.4430186763264374,16,128
159,2468.2693205228366,2493.801476668592,2.5532156145755485,32,32
160,2458.5504617680463,2496.168065059005,3.7617603290958845,12,120
161,2467.3807594547543,2493.210901064585,2.5830141609830735,36,32
162,2458.000039807854,2495.8563382226253,3.785629841477121,16,136
163,2470.103350068485,2496.7174153185074,2.661406525002258,52,24
164,2457.4365981201654,2509.2646064862442,5.182800836607877,12,136
165,2470.7559770847674,2497.169208195432,2.6413231110664777,40,16
166,2456.3909592407263,2507.6118642220504,5.1220904981324225,12,136
167,2470.3944774993743,2496.6833251254616,2.6288847626087435,48,12
168,2455.8374491101595,2509.9966389808787,5.415918987071917,16,144
169,2468.859498377782,2495.290309043274,2.643081066549209,44,32
170,2457.271267441404,2500.2734899271195,4.300222248571586,16,136
171,2467.1382035167985,2493.073249777133,2.5935046260334076,32,40
172,2458.3892016308123,2491.0169140413896,3.262771241057723,16,104
173,2462.5584401779206,2488.5733023341836,2.6014862156262897,20,40
174,2457.574721644017,2488.1517742380324,3.057705259401568,16,120
175,2466.3947437118563,2492.761710892479,2.6366967180622947,40,24
176,2456.0059689363247,2503.9750101844616,4.796904124813665,12,136
177,2469.0255044536616,2496.6028870866608,2.7577382632999385,52,4
178,2454.303039489486,2517.397217270491,6.309417778100551,12,144
179,2470.325704755338,2498.061482027652,2.773577727231386,52,12
180,2454.5657872999313,2513.7246674266726,5.915888012674136,12,144
181,2469.3376936116338,2496.13519132527,2.67974977136363,52,12
182,2454.809709281991,2512.3698147456216,5.756010546363046,12,144
183,2468.508400129628,2495.4333354671685,2.692493533754025,48,32
184,2455.984480484677,2501.5240073143864,4.553952682970915,16,136
185,2465.805413548117,2491.962764309915,2.6157350761798224,28,40
186,2457.300425351924,2488.952054102221,3.165162875029739,16,112
187,2462.804824210105,2488.9980012250835,2.6193177014978386,24,40
188,2456.7773076747635,2486.8418269999115,3.0064519325148167,16,104
189,2462.5496804509453,2488.6883354621136,2.613865501116853,28,24
190,2454.266203437428,2496.4883188993103,4.222211546188255,12,136
191,2467.1080127521363,2494.837167887934,2.7729155135797745,52,4
192,2453.3615540244487,2516.3268974345856,6.296534341013709,12,144
193,2467.9642298958142,2496.078639259026,2.8114409363211905,52,16
194,2453.6199859453777,2512.2920861125112,5.867210016713358,12,136
195,2466.6270208544665,2493.4238630516,2.6796842197133457,48,32
196,2454.9176087257856,2501.241262284212,4.632365355842662,16,136
197,2465.575415213192,2491.8613192385837,2.6285904025391416,40,32
198,2454.975125152228,2498.5097425428057,4.3534617390577885,16,136
199,2466.996819301473,2493.472841255765,2.6476021954292173,48,20
200,2453.9083117685423,2506.13760484171,5.222929307316764,12,136
201,2465.396889803547,2491.6244309463973,2.6227541142850477,36,16
202,2452.986804506373,2504.397768594206,5.141096408783298,12,136
203,2465.67439242398,2491.9745156964955,2.630012327251545,40,20
204,2453.940623840757,2499.690476639186,4.574985279842915,16,144
205,2465.9301750577033,2493.1233918749904,2.719321681728698,48,16
206,2452.697390642018,2509.738578811358,5.704118816933979,12,136
207,2466.199031245697,2492.647465945709,2.6448434700012227,48,16
208,2452.6312283844904,2509.700195422784,5.706896703829348,12,136
209,2466.2574362108294,2492.3942499807868,2.6136813769957365,36,32
210,2455.0508490520315,2496.264867948859,4.121401889682716,16,136
211,2465.069601146148,2490.772746802476,2.5703145656327813,40,20
212,2453.7504180903247,2500.4758972463437,4.672547915601905,16,136
213,2465.464534680144,2491.1906352271835,2.572610054703951,36,32
214,2455.2123215902725,2495.9080628033066,4.069574121303427,16,136
215,2465.2310736843883,2490.7317815311785,2.5500707846790376,40,20
216,2453.984246797891,2500.107386772606,4.612313997471501,16,136
217,2465.627511496605,2491.264461108039,2.5636949611434074,40,32
218,2455.162020864257,2497.568834631225,4.24068137669678,16,136
219,2467.42196621982,2493.296323443891,2.587435722407104,48,0
220,2452.2741767597645,2515.4632131383755,6.31890363786109,12,144
221,2466.3714885782288,2493.627483641236,2.7255995063007266,40,24
222,2453.898367386511,2500.149266001314,4.625089861480323,16,136
223,2464.9123401871107,2490.406984396782,2.549464420967136,36,28
224,2454.9413630730996,2493.8619241819747,3.8920561108875016,16,136
225,2464.745171249267,2490.562200484185,2.5817029234917928,40,24
226,2454.064781784655,2501.749736221412,4.768495443675709,16,136
227,2466.9514047323282,2492.638887267859,2.568748253553061,48,28
228,2454.854237015423,2500.4131964184,4.555895940297641,16,136
229,2464.5765428909426,2489.893494047916,2.531695115697347,36,32
230,2455.0062271523943,2494.56800154576,3.956177439336558,16,136
231,2466.0952393353123,2491.3975295360992,2.5302290200786786,48,24
232,2454.4155007971417,2504.296155538722,4.988065474158034,16,136
233,2467.092320359232,2492.1447736323516,2.5052453273119752,48,32
234,2455.315267041897,2499.7327075282988,4.441744048640157,16,136
235,2465.1235592800945,2489.7083005955465,2.458474131545186,32,32
236,2455.689799747357,2491.602056108511,3.5912256361154054,16,136
237,2465.722959426565,2490.377231990882,2.46542725643169,48,16
238,2454.5414959346576,2506.5546679283716,5.201317199371401,16,152
239,2469.7833584111245,2496.4578413386853,2.6674482927560774,52,8
240,2453.254608779289,2513.903750143791,6.064914136450238,16,168
241,2470.8615056985195,2499.2395371947473,2.837803149622761,60,8
242,2457.653117646963,2524.9765601674853,6.73234425205222,12,168
243,2473.1866966012954,2501.0161179470597,2.7829421345764564,52,0
244,2454.148978109016,2516.046052020319,6.189707391130347,12,152
245,2467.2079499800934,2493.039492509399,2.5831542529305893,48,28
246,2455.6085412393104,2500.2408374611923,4.46322962218818,16,136
247,2465.253559941007,2490.465476068887,2.521191612787962,32,32
248,2455.7699136549586,2491.0843495313625,3.5314435876404047,16,120
249,2463.0865005897363,2488.2377019807923,2.515120139105582,28,32
250,2455.4921774937684,2488.6344101059167,3.314223261214838,16,120
251,2462.949699079925,2488.1283680679535,2.5178668988028825,32,16
252,2453.5617655496967,2500.154721808109,4.659295625841258,12,136
253,2467.1377580356557,2492.488824599865,2.5351066564209286,40,16
254,2454.2368585417034,2504.9336529366838,5.069679439498018,12,136
255,2467.6159423271088,2492.5012544014235,2.4885312074314756,48,20
256,2455.0147021073776,2502.318165457504,4.730346335012662,16,136
257,2467.386096492882,2491.961802013372,2.457570552049014,36,32
258,2456.2441829282398,2494.1255215236156,3.788133859537594,16,136
259,2466.185408784341,2490.1961177088524,2.401070892451175,40,20
260,2455.166853654495,2500.86594010177,4.569908644727502,16,136
261,2467.961823141,2492.323426092507,2.4361602951506978,48,16
262,2454.7839086425734,2505.4977600993248,5.071385145675148,16,152
263,2468.9123712871597,2494.430367515538,2.551799622837821,52,20
264,2454.5010270960547,2506.2386065430264,5.1737579446971615,16,136
265,2467.1850901929956,2491.9804781196103,2.479538792661474,40,32
266,2455.805452906167,2496.128411958433,4.032295905226596,16,136
267,2465.7432105790986,2489.838849481899,2.409563890280066,32,32
268,2456.474704972321,2491.288943950219,3.4814238977898353,16,128
269,2465.3960216882574,2489.667589423675,2.4271567735417454,36,24
270,2455.351252909388,2497.3296379069525,4.197838499756431,16,136
271,2466.197456029075,2490.0066001025325,2.3809144073457595,40,16
272,2453.586450451715,2497.4550035286047,4.386855307688982,16,136
273,2464.238008177721,2490.092376880478,2.585436870275683,36,32
274,2455.306438942614,2493.224718702858,3.791827976024387,16,136
275,2465.641878192199,2490.166661296774,2.4524783104575065,40,32
276,2456.2273986002124,2495.134273288854,3.8906874688641557,16,136
277,2466.139647916024,2490.27056439976,2.4130916483736145,40,32
278,2456.7251683240365,2494.8223128706904,3.8097144546653974,16,136
279,2466.634202422496,2490.8772445001905,2.424304207769464,48,16
280,2455.420704368228,2504.108072015599,4.868736764737121,16,144
281,2467.983375477211,2494.1268643796957,2.6143488902484457,44,16
282,2454.4422453758616,2505.733099145818,5.129085376995625,12,136
283,2467.1568000613506,2491.707791395827,2.4550991334476473,36,16
284,2454.7370166531705,2500.959144209584,4.6222127556413275,12,128
285,2465.3021002757905,2489.602190255673,2.430008997988259,36,32
286,2456.3769181681337,2492.5870533651773,3.6210135197043467,16,136
287,2466.389435155183,2490.448863481861,2.4059428326677663,44,16
288,2455.4156260625327,2502.3724285939643,4.695680253143165,16,152
289,2467.367341977973,2492.702021408563,2.533467943058989,52,20
290,2454.919228781529,2505.3027663023236,5.038353752079475,16,136
291,2468.893134282578,2493.7811528068905,2.4888018524312265,40,24
292,2455.6185350404626,2499.3180229009636,4.3699487860501165,16,136
293,2466.354956978751,2490.4002200027685,2.404526302401734,36,32
294,2456.8979075097936,2492.896542828398,3.5998635318604713,16,136
295,2466.7768447722806,2490.689322627181,2.3912477854900334,36,20
296,2455.165056416074,2493.1860339394193,3.802097752334499,16,136
297,2465.9846293187375,2490.8394292710814,2.4854799952343978,40,32
298,2456.771468639437,2494.2355036531835,3.7464035013746493,16,136
299,2466.6659423484625,2490.8898524694014,2.42239101209387,40,16
300,2455.279068537797,2502.6820564413783,4.740298790358143,12,136
301,2467.8403079983655,2492.4157124384164,2.457540444005107,48,8
302,2455.0502865572053,2506.068313415717,5.1018026858511885,12,144
303,2466.0613102659167,2491.827626608082,2.5766316342165485,40,32
304,2456.2879824261304,2494.5660813903582,3.8278098964227745,16,136
305,2466.5585347853084,2490.8148174543567,2.4256282669048437,44,32
306,2456.717803991366,2494.4810555321496,3.7763251540783385,16,136
307,2466.615725316692,2490.7672737603903,2.415154844369801,40,32
308,2457.215289485012,2494.0632404467874,3.684795096177571,16,136
309,2467.097068999132,2490.9721143362385,2.387504533710681,48,20
310,2456.412668919635,2499.940101139651,4.352743222001593,16,136
311,2465.752997014139,2490.8389998950265,2.508600288088761,36,32
312,2456.536793758207,2491.9303324374264,3.539353867921937,16,136
313,2466.748180407561,2490.9972926794158,2.424911227185496,40,32
314,2457.346144473223,2493.829469242055,3.648332476883229,16,136
315,2467.224968328569,2491.11802688351,2.3893058554941256,40,12
316,2455.625873724507,2502.5734986502403,4.694762492573313,12,136
317,2468.2115420760765,2492.3868258252514,2.417528374917482,40,12
318,2455.591318376324,2502.7100948725,4.711877649617613,12,136
319,2468.2003918432183,2492.2399833473464,2.4039591504128297,52,12
320,2455.959652364756,2505.1905089749853,4.923085661022926,16,144
321,2468.1940929604298,2492.4681691825745,2.427407622214476,36,32
322,2457.6604170891587,2492.302051252379,3.464163416322022,16,136
323,2467.5599832161624,2491.172740817702,2.3612757601539767,36,20
324,2456.378514177662,2496.115784562593,3.9737270384930934,16,136
325,2467.286456887877,2490.863652055163,2.357719516728579,36,28
326,2457.730610422417,2492.1929232534403,3.4462312831023105,16,136
327,2467.7003265828134,2491.363747198193,2.366342061537941,40,20
328,2456.2168396513594,2494.7891253823495,3.8572285730990226,16,136
329,2466.9234407221443,2491.333223202394,2.4409782480249715,36,24
330,2456.5882219417927,2495.5796881556807,3.8991466213888084,16,128
331,2467.377350458718,2491.532432975086,2.4155082516368247,36,32
332,2457.611953233933,2491.177546932266,3.3565593698333123,16,128
333,2466.117019335396,2489.517080982309,2.3400061646912924,28,28
334,2457.8387464559414,2487.5789790384692,2.97402325825278,16,96
335,2461.7270249176563,2485.4697972416734,2.3742772324017265,24,32
336,2456.25931238751,2487.098989096712,3.0839676709202215,16,136
337,2466.852694533744,2490.6115076322985,2.3758813098554565,36,0
338,2452.529281150492,2502.890838321026,5.0361557170534255,12,136
339,2467.3735034993406,2493.3744165523235,2.600091305298289,40,16
340,2454.4935671428443,2503.143184563291,4.8649617420446924,12,136
341,2467.4275756294396,2491.7039494791334,2.4276373849693558,36,24
342,2456.255871594699,2494.3855589960326,3.812968740133379,16,136
343,2466.88469835218,2490.5317514484336,2.364705309625388,44,20
344,2455.5200578430417,2498.008684916102,4.248862707306024,16,136
345,2465.9495935548694,2490.247097944968,2.4297504390098554,36,32
346,2456.7720907616063,2491.9635320094117,3.5191441247805453,16,136
347,2466.7795363025098,2490.4891549046756,2.3709618602165636,40,32
348,2457.3775003681712,2494.025407435398,3.6647907067226813,16,136
349,2467.256324223517,2490.943563062524,2.3687238839006968,44,16
350,2456.23390125619,2500.552597895468,4.431869663927785,16,144
351,2466.6468485636165,2491.99644869087,2.534960012725347,44,32
352,2457.0336700427674,2496.2806218960313,3.9246951853263754,16,136
353,2467.0325153217595,2490.811463437276,2.377894811551622,40,32
354,2457.6090254282703,2493.7410552174983,3.6132029789228035,16,136
355,2467.4922751540985,2491.120382719944,2.3628107565845458,40,16
356,2454.985337248199,2495.599645210836,4.061430796263737,16,136
357,2466.6990173138734,2492.400700289388,2.5701682975514704,40,16
358,2454.925394323994,2502.5048853566195,4.757949103262539,12,136
359,2467.8148987135473,2492.2197390730175,2.4404840359470183,44,16
360,2455.7355507108714,2504.5547118196178,4.88191611087465,12,136
361,2468.025005094216,2491.9750422461393,2.39500371519232,40,28
362,2457.1830276854084,2494.2230995371146,3.7040071851706133,16,136
363,2467.152097988437,2490.805401835062,2.365330384662523,40,20
364,2455.7006107361044,2495.244818676211,3.954420794010635,16,136
365,2466.40721180689,2490.6917633491817,2.4284551542291752,40,32
366,2457.217092417685,2493.879247522596,3.6662155104910954,16,136
367,2467.1115661267095,2490.808818895638,2.369725276892846,44,28
368,2457.4687968631165,2496.260606604175,3.8791809741058505,16,136
369,2467.160801807188,2490.757915354018,2.3597113546830166,40,28
370,2457.3623042303984,2493.993570585758,3.6631266355359395,16,136
371,2467.330495717884,2490.9503217764845,2.361982605860064,40,20
372,2455.865224383933,2494.9694346452598,3.9104210261326884,16,136
373,2466.5703176227144,2490.888690076275,2.431837245356048,40,32
374,2457.3797075050725,2493.607653379512,3.6227945874439715,16,136
375,2467.272673382094,2491.014447102184,2.374177372008979,40,28
376,2457.4808710898815,2493.6996775145885,3.621880642470723,16,136
377,2468.508190299177,2492.5152205244885,2.4007030225311636,52,4
378,2455.277956534683,2510.5414280222276,5.526347148754424,12,144
379,2469.6367577663327,2494.5296554002,2.4892897633867634,44,16
380,2455.9958217024923,2504.337874901009,4.834205319851661,12,136
381,2468.334997833055,2492.219650842176,2.3884653009121566,40,28
382,2457.2967529697767,2494.12939564233,3.6832642672553595,16,136
383,2467.2612268898874,2490.8571799019473,2.3595953012059834,36,28
384,2457.7106264196304,2491.9956607287036,3.4285034309073192,16,136
385,2467.67856852291,2491.3348284528884,2.3656259929978303,40,12
386,2455.0296300249474,2499.281016563241,4.425138653829354,16,136
387,2467.5999607930403,2492.0678266276354,2.4467865834595086,40,32
388,2457.423346878555,2493.6494468448345,3.6226099966279213,16,136
389,2467.3163127555767,2491.012002427888,2.369568967231132,40,28
390,2457.513354716741,2493.73921711885,3.6225862402108775,16,136
391,2467.4809171877664,2491.136683120463,2.3655765932696946,40,28
392,2457.681928882539,2493.5836393651316,3.590171048259274,16,136
393,2467.646669027764,2491.320400525183,2.3673731497418813,52,20
394,2457.1624727033054,2501.741805384962,4.457933268165643,16,144
395,2467.711413229594,2491.9721604160413,2.4260747186447147,44,32
396,2457.981850892317,2495.6021438129505,3.7620292920633562,16,136
397,2467.6047339239626,2491.1770461187884,2.3572312194825997,40,28
398,2457.683521378717,2493.638894719964,3.5955373341246526,16,136
399,2467.651083849743,2491.213518724384,2.356243487464094,40,28
400,2457.838740114696,2493.4934300302166,3.565468991552038,16,136
401,2468.8635955970835,2492.6634804156324,2.379988481854892,40,4
402,2454.566428676251,2503.0106116660018,4.844418298975116,12,136
403,2467.9278966244256,2492.5854816420792,2.4657585017653725,40,24
404,2456.986994351504,2495.9170366637213,3.893004231221703,16,136
405,2467.5203460748107,2491.0988330386185,2.3578486963807594,36,28
406,2458.000990243664,2491.6221698014606,3.362117955779666,16,136
407,2467.9720208978583,2491.652090686366,2.3680069788507967,40,20
408,2457.035738162004,2497.793124049533,4.075738588752937,16,136
409,2468.8197836820796,2492.5938486646437,2.377406498256427,52,20
410,2457.345694810769,2501.610565823858,4.426487101308904,16,144
411,2467.894635337058,2492.044191983706,2.4149556646647907,44,32
412,2458.1649920161817,2495.5008400421866,3.7335848026005123,16,136
413,2467.787875047827,2491.2595534895727,2.3471678441745727,40,28
414,2457.866662502581,2493.5375909491995,3.5670928446618086,16,136
415,2467.8342249736065,2491.2960260951672,2.3461801121560724,40,28
416,2458.0228037155143,2493.3930487364064,3.5370245020891895,16,136
417,2469.046736720947,2492.699252796566,2.365251607561845,40,4
418,2454.770289943476,2502.914189573924,4.814389963044768,12,136
419,2468.1313561789902,2492.6661024263285,2.453474624733813,40,24
420,2457.1904539060697,2495.7940729724633,3.860361906639368,16,136
421,2467.7238056293763,2491.205717571692,2.3481911942315685,36,28
422,2458.2044497982292,2491.4992061102025,3.3294756311973375,16,136
423,2468.1754804524235,2491.7423798004525,2.35668993480292,40,20
424,2457.239599429229,2497.6705620709354,4.043096264170609,16,136
425,2469.023243236645,2492.693124655869,2.366988141922361,48,20
426,2457.367659257474,2498.9489730798887,4.158131382241484,16,136
427,2466.7064795199744,2491.3867896908337,2.468031017085921,40,32
428,2457.4731992060547,2493.5198397937274,3.604664058767296,16,136
429,2467.570106191528,2491.351891385433,2.378178519390533,40,32
430,2458.177926096598,2493.0237381177417,3.484581202114341,16,136
431,2468.05524211994,2491.5185069796407,2.3463264859700637,40,28
432,2458.2640984730906,2493.122518061154,3.4858419588063665,16,136
433,2469.287670486108,2492.93678785669,2.364911737058198,44,12
434,2455.997567986377,2500.917521641562,4.491995365518513,16,136
435,2468.238468156034,2492.509133468005,2.4270665311971236,40,32
436,2458.0618542415486,2493.1259183068446,3.5064064065295946,16,136
437,2467.9548201185703,2491.446857263296,2.3492037144725586,40,32
438,2458.5586702900328,2492.8322164113883,3.4273546121355567,16,128
439,2466.940075869002,2490.1392426265766,2.3199166757574297,36,32
440,2458.599686110607,2490.741024447487,3.214133833688,16,112
441,2464.8377528382457,2487.9785099735536,2.3140757135308077,28,32
