generated_at_utc,benchmark,problem,solver,formulation,adapter,constraint_handling,problem_parameters,penalty_parameters,solver_parameters,config_source_path,optimization_config_source_path,config_sha256,optimization_message,initial_objective,objective_value,formulation_objective_value,base_objective_value,undercured_voxels,overcured_voxels,outside_energy,min_inside_energy,max_outside_energy,runtime_seconds,optimization_success,converged,iterations,gradient_norm
2026-09-13T17:40:18.783853+00:00,testcube_20,wang,projected_gradient_descent,exterior_penalty,penalty,penalty,{},{'penalty_weight': 50.0},"{'step_size': 0.03, 'max_iterations': 100, 'objective_tolerance': None}",/home/yseulp/Arbeit/Hiwi/cps/accuracy_opt/configs/benchmark_testcube_20.yaml,/home/yseulp/Arbeit/Hiwi/cps/accuracy_opt/configs/optimization_defaults.yaml,0b38aa098f5b757cdd62af9f89ad58b2d22cf9db3a7acc38a53c9b285508563e,maximum iterations completed,54497.79485791308,137368.28373704883,137368.28373704883,7200.985875166894,0,1948,5672.318683568544,2.847953372212814,4.910031492505485,7.49212219598121,True,,100,6030.966292432215
