penalty_weight,final_original_objective,final_constraint_violation,undercured_voxels,overcured_voxels
1.0,2638.353744929862,280.3246029238583,0,584
10.0,2643.2513651630206,6.7800893150412564,56,80
100.0,2696.198454216831,0.0240134278970503,0,12
1000.0,14472.616524562087,7134.11076996382,0,3384
10000.0,25826.908338682482,16728.763103500598,0,4916
100000.0,30904.147237714602,21413.00275879427,0,5384
1000000.0,31665.847091333562,22125.48638897693,0,5492
10000000.0,31665.847091333562,22125.48638897693,0,5492
100000000.0,31665.847091333562,22125.48638897693,0,5492
