iteration,penalty_weight,original_objective,raw_penalty,weighted_penalty,penalized_objective,gradient_norm,undercured_voxels,overcured_voxels
0,10000000.0,4162.985653427059,1006.6961840897205,10066961840.897205,10066966003.882858,697400215.9658122,0,996
1,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
2,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
3,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
4,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
5,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
6,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
7,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
8,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
9,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
10,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
11,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
12,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
13,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
14,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
15,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
16,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
17,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
18,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
19,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
20,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
21,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
22,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
23,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
24,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
25,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
26,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
27,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
28,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
29,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
30,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
31,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
32,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
33,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
34,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
35,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
36,10000000.0,31665.847091333562,22125.48638897693,221254863889.7693,221254895555.61636,2294240052.935282,0,5492
37,10000000.0,4318.659057747105,969.9999999999999,9699999999.999998,9700004318.659056,956114894.9736226,1000,0
