penalty_weight,final_original_objective,final_constraint_violation,undercured_voxels,overcured_voxels
1.0,2374.193707049346,109.65035509662897,24,288
10.0,2529.599345957892,3.714218730306678,24,112
100.0,2875.236757770128,145.27445651087214,364,0
1000.0,21133.549230491713,12576.052825543757,0,4352
10000.0,28904.115493827085,19544.660533034577,0,5252
100000.0,31665.847091333562,22125.48638897693,0,5492
1000000.0,31665.847091333562,22125.48638897693,0,5492
10000000.0,31665.847091333562,22125.48638897693,0,5492
100000000.0,31665.847091333562,22125.48638897693,0,5492
