iteration,penalty_weight,original_objective,raw_penalty,weighted_penalty,penalized_objective,gradient_norm,undercured_voxels,overcured_voxels
0,10.0,4162.985653427059,1006.6961840897205,10066.961840897206,14229.947494324264,912.2633657817763,0,996
1,10.0,3768.600261446537,848.5398649728925,8485.398649728924,12253.998911175462,854.0975153338464,0,924
2,10.0,3471.9804156918494,704.0959305400913,7040.959305400913,10512.939721092762,837.5748565103189,0,912
3,10.0,3204.8047346009184,568.575732525235,5685.757325252351,8890.56205985327,786.1382263576968,0,832
4,10.0,2983.118422147404,448.15828486536384,4481.582848653638,7464.7012708010425,725.9612024448376,0,748
5,10.0,2829.366010758286,347.9104917790465,3479.1049177904647,6308.470928548751,658.3431194025122,0,660
6,10.0,2740.7446505432417,267.4771117460277,2674.771117460277,5415.515768003519,576.9842836064767,0,552
7,10.0,2696.871845595242,209.49853424077833,2094.9853424077833,4791.857188003025,496.0642021101356,0,440
8,10.0,2668.1954605555875,166.54809225709943,1665.4809225709942,4333.676383126582,462.62026908003793,4,392
9,10.0,2649.3114960371418,131.42711455414673,1314.2711455414674,3963.582641578609,434.2912740581608,4,356
10,10.0,2639.6815303587045,101.6100262642941,1016.1002626429411,3655.7817930016454,412.8653683979157,8,324
11,10.0,2641.2701189752624,78.13314628993945,781.3314628993944,3422.601581874657,393.9487925009539,8,300
12,10.0,2645.8491952806467,59.34155897572103,593.4155897572102,3239.264785037857,364.7984924483164,8,252
13,10.0,2653.184160541733,45.76792760723184,457.67927607231843,3110.8634366140514,345.88747394244723,12,224
14,10.0,2659.0008609285887,35.733872549524264,357.33872549524267,3016.3395864238314,330.2910766566922,24,208
15,10.0,2666.75579157509,27.788539625354623,277.8853962535462,2944.6411878286362,313.7054119653484,36,184
16,10.0,2671.412087838216,22.336829823712062,223.36829823712063,2894.7803860753365,299.15468882274916,44,160
17,10.0,2673.5223099166124,18.924849691165498,189.24849691165497,2862.7708068282673,289.1961649549187,48,144
18,10.0,2674.014372216173,16.466105439258556,164.66105439258556,2838.6754266087582,279.3600658188969,48,124
19,10.0,2672.821889775048,14.569104327712573,145.69104327712574,2818.5129330521736,279.2871674433615,48,124
20,10.0,2671.4159780487803,12.749767559586214,127.49767559586215,2798.9136536446426,278.0780312091772,56,124
21,10.0,2670.9176745743193,11.033918869575253,110.33918869575253,2781.256863270072,269.0075176797458,48,100
22,10.0,2667.9211145904324,10.135087062522846,101.35087062522845,2769.2719852156606,264.50390229052675,56,92
23,10.0,2664.8777003146224,9.445304415616516,94.45304415616516,2759.3307444707875,265.9191762228674,48,88
24,10.0,2660.8796323245897,8.933275883646843,89.33275883646843,2750.212391161058,265.9191762228674,48,88
25,10.0,2657.2748046945317,8.480718211297892,84.80718211297892,2742.0819868075105,268.33163519351115,48,96
26,10.0,2654.664751549566,7.990082524395275,79.90082524395275,2734.5655767935186,262.2408731300265,56,84
27,10.0,2651.816624781841,7.566697291369009,75.66697291369009,2727.483597695531,265.18468258179047,48,88
28,10.0,2648.178320957204,7.326410509507656,73.26410509507656,2721.4424260522806,262.7594269466319,48,80
29,10.0,2644.108869475495,7.1659954084593105,71.65995408459311,2715.768823560088,265.9456904329183,48,88
30,10.0,2641.8245214566764,6.913051194158966,69.13051194158966,2710.955033398266,260.7825237185089,64,80
31,10.0,2639.8589047796304,6.692618227374213,66.92618227374213,2706.7850870533725,265.193270801664,48,88
32,10.0,2637.5275859412836,6.420705444259964,64.20705444259964,2701.7346403838833,265.193270801664,48,88
33,10.0,2635.368235397909,6.207185890275975,62.07185890275974,2697.4400943006685,262.7465210811145,48,80
34,10.0,2632.5510062212616,6.10910004726839,61.0910004726839,2693.6420066939454,265.193270801664,48,88
35,10.0,2630.3485981047934,5.979251276919811,59.79251276919811,2690.1411108739917,265.2358759314896,52,88
36,10.0,2628.154826912598,5.88217427223675,58.821742722367496,2686.9765696349655,266.08416137837753,44,88
37,10.0,2626.124571914578,5.774248241621881,57.742482416218806,2683.867054330797,262.04279962007695,52,80
38,10.0,2623.501020914665,5.732217621403641,57.32217621403641,2680.8231971287014,263.5328942811563,44,80
39,10.0,2620.8637655387624,5.684567176052175,56.84567176052175,2677.709437299284,269.3013508143276,44,96
40,10.0,2619.454549310792,5.534773318209375,55.34773318209375,2674.8022824928858,262.04279962007695,52,80
41,10.0,2616.830319036555,5.476248706861819,54.762487068618185,2671.592806105173,263.5328942811563,44,80
42,10.0,2614.172059298401,5.457111187861196,54.57111187861196,2668.743171177013,266.08416137837753,44,88
43,10.0,2612.1393174089635,5.390705017132909,53.90705017132909,2666.0463675802926,262.04279962007695,52,80
44,10.0,2609.5107993352694,5.416246665565054,54.16246665565054,2663.67326599092,273.07494268218755,40,104
45,10.0,2608.623404188488,5.250726305693661,52.50726305693661,2661.130667245425,262.04279962007695,52,80
46,10.0,2605.99639761893,5.216155738980523,52.161557389805225,2658.1579550087354,273.6076570423382,40,104
47,10.0,2605.553116169008,5.063953024416538,50.63953024416538,2656.1926464131734,260.1502023451252,52,72
48,10.0,2602.202477564988,5.1545973463242225,51.54597346324223,2653.74845102823,276.56800955847444,40,112
49,10.0,2601.9993837802,4.96761745320771,49.6761745320771,2651.675558312277,260.1502023451252,52,72
50,10.0,2598.6466431558065,4.994101875338635,49.94101875338635,2648.587661909193,270.27552639407895,40,96
51,10.0,2597.5126276448577,4.866949738654977,48.66949738654977,2646.1821250314074,259.0940478808618,52,72
