iteration,penalty_weight,original_objective,raw_penalty,weighted_penalty,penalized_objective,gradient_norm,undercured_voxels,overcured_voxels
0,100000000.0,1005.3163929731908,0.0,0.0,1005.3163929731908,32.586296058629905,0,996
1,100000000.0,994.703759450664,0.0,0.0,994.703759450664,32.586296058629905,0,988
2,100000000.0,984.0911259281377,0.0,0.0,984.0911259281377,32.586296058629905,0,980
3,100000000.0,973.478492405611,0.0,0.0,973.478492405611,32.586296058629905,0,948
4,100000000.0,962.8658588830845,0.0,0.0,962.8658588830845,32.586296058629905,0,940
5,100000000.0,952.253225360558,0.0,0.0,952.253225360558,32.586296058629905,0,932
6,100000000.0,941.6405918380315,0.0,0.0,941.6405918380315,32.586296058629905,0,932
7,100000000.0,931.0279583155047,0.0,0.0,931.0279583155047,32.586296058629905,0,924
8,100000000.0,920.4153247929785,0.0,0.0,920.4153247929785,32.586296058629905,0,920
9,100000000.0,909.8026912704518,0.0,0.0,909.8026912704518,32.586296058629905,0,920
10,100000000.0,899.1900577479252,0.0,0.0,899.1900577479252,32.586296058629905,0,920
11,100000000.0,888.5774242253988,0.0,0.0,888.5774242253988,32.586296058629905,0,920
12,100000000.0,877.964790702872,0.0,0.0,877.964790702872,32.586296058629905,0,920
13,100000000.0,867.3521571803456,0.0,0.0,867.3521571803456,32.586296058629905,0,908
14,100000000.0,856.7395236578191,0.0,0.0,856.7395236578191,32.586296058629905,0,900
15,100000000.0,846.1268901352926,0.0,0.0,846.1268901352926,32.586296058629905,0,888
16,100000000.0,835.5142566127661,0.0,0.0,835.5142566127661,32.586296058629905,0,880
17,100000000.0,824.9016230902395,0.0,0.0,824.9016230902395,32.586296058629905,0,876
18,100000000.0,814.288989567713,0.0,0.0,814.288989567713,32.586296058629905,0,876
19,100000000.0,803.6763560451864,0.0,0.0,803.6763560451864,32.586296058629905,0,856
20,100000000.0,793.0637225226598,0.0,0.0,793.0637225226598,32.586296058629905,0,848
21,100000000.0,782.4510890001333,0.0,0.0,782.4510890001333,32.586296058629905,0,840
22,100000000.0,771.8384554776068,0.0,0.0,771.8384554776068,32.586296058629905,0,824
23,100000000.0,761.2258219550802,0.0,0.0,761.2258219550802,32.586296058629905,0,816
24,100000000.0,750.6131884325537,6.250678759997509e-06,625.0678759997509,1375.6810644323045,169475.59952058658,4,804
25,100000000.0,1297.5791712106209,0.0,0.0,1297.5791712106209,32.586296058629905,0,3124
26,100000000.0,1283.2795224807494,0.0,0.0,1283.2795224807494,32.586296058629905,0,3108
27,100000000.0,1268.9798737508781,0.0,0.0,1268.9798737508781,32.586296058629905,0,3108
28,100000000.0,1254.6802250210071,0.0,0.0,1254.6802250210071,32.586296058629905,0,3100
29,100000000.0,1240.3805762911359,0.0,0.0,1240.3805762911359,32.586296058629905,0,3100
30,100000000.0,1226.0809275612646,0.0,0.0,1226.0809275612646,32.586296058629905,0,3084
31,100000000.0,1211.7812788313936,0.0,0.0,1211.7812788313936,32.586296058629905,0,3084
32,100000000.0,1197.4816301015221,0.0,0.0,1197.4816301015221,32.586296058629905,0,3076
